"user_id","anime_id","rating"
10745,4059,6
10781,15689,7
10815,13601,9
10851,37140,5
10851,21863,8
10874,486,6
10920,1120,7
10993,10232,8
11007,9919,9
11015,33985,3
11024,13115,8
11078,226,10
11134,24641,8
11154,40004,5
11186,464,8
11235,13759,8
11244,2593,7
11249,17743,6
11249,4080,8
11252,3731,7
11266,31716,3
11280,38472,6
11299,7728,6
11301,354,7
11328,34403,6
11353,34944,8
11378,21855,10
11381,16918,8
11544,34541,9
11605,32930,7
11634,39701,6
11649,35972,3
11650,134,9
11673,9253,9
11690,1554,7
11740,8057,10
11831,26441,9
11930,14349,7
11946,35413,8
11994,4224,8
12017,10800,9
12040,18245,5
12143,24641,1
12151,4214,8
12159,28249,9
12164,16035,5
12168,4389,4
12168,552,5
12189,8074,9
12223,28817,4
12256,17259,8
12256,28701,9
12351,1,10
12369,37349,8
12430,18671,8
12444,23233,9
12490,934,10
12512,16498,10
12569,31798,8
12579,37597,9
12680,2251,9
12683,7593,6
12686,416,8
12687,14131,8
12699,9989,9
12728,1303,8
12734,2889,6
12837,29786,7
12857,565,8
12898,14345,9
13028,24893,6
13084,34321,5
13107,33486,7
13116,16319,9
13176,10067,10
13179,2904,10
13184,34481,6
13234,9117,7
13258,28927,6
13296,31327,8
13307,3370,8
13355,3652,9
13400,19,8
13423,2581,10
13605,30015,9
13770,8939,8
13788,3050,8
13790,32979,9
13793,855,10
13804,4898,5
13824,9260,7
13904,18897,9
13929,696,8
14029,33028,10
14075,1654,4
14076,15379,7
14126,489,9
14179,39534,7
14200,9253,10
14200,28223,9
14224,2993,5
14226,33372,9
14295,12461,6
14322,11061,9
14348,39195,9
14466,33902,5
14473,5300,9
14476,28999,8
14527,33573,8
14645,27989,8
14684,9232,7
14767,1250,8
14800,275,7
14842,1121,7
14958,10808,4
15035,16668,9
15036,1142,8
15037,15751,8
15083,3009,7
15083,41590,7
15113,61,8
15126,31646,7
15159,31043,9
15195,3901,9
15205,21843,10
15206,3654,6
15213,11499,7
15255,3785,8
15386,33490,8
15389,587,8
15392,30749,7
15394,40839,10
15421,225,5
15467,226,4
15530,16,7
15531,356,10
15550,36862,9
15588,34096,7
15590,37525,6
15609,36990,8
15646,1840,8
15674,1965,7
15843,1575,8
15864,35581,6
16065,23311,7
16147,20785,8
16272,2105,7
16310,32935,9
16355,31964,7
16362,551,8
16389,857,7
16395,3002,9
16399,30240,8
16402,37180,6
16402,37711,5
16452,10379,7
16452,5521,5
16463,3229,8
16463,6287,5
16514,10156,5
16531,18507,2
16532,37430,9
16540,76,8
16542,12113,5
16578,1,10
16593,6746,10
16637,10588,7
16653,15197,7
16703,18677,6
16705,9253,8
16722,22199,8
16766,31440,8
16794,10793,7
16797,4246,6
16849,39533,10
16878,9999,7
17010,28221,9
17024,807,7
17069,11111,7
17130,8129,8
17182,34933,7
17279,18245,9
17314,986,7
17325,8740,8
17326,19391,7
17363,173,7
17375,6702,7
17447,4898,8
17447,36456,9
17566,2904,8
17641,37890,7
17735,7580,5
17761,21033,6
17775,16706,9
17796,11979,6
17882,392,9
17903,29854,7
17960,6547,7
18044,181,7
18095,24703,8
18102,28299,7
18110,150,3
18122,2198,9
18129,1968,10
18175,1,10
18218,16157,6
18225,32281,10
18244,19369,10
18249,21855,8
18327,570,9
18355,356,9
18396,36038,9
18398,790,9
18421,16498,8
18424,1313,9
18461,793,8
18492,9287,5
18527,431,9
18539,38000,9
18551,35788,4
18603,20031,5
18648,24699,8
18651,16498,9
18694,6547,7
18706,467,8
18726,10620,8
18758,4181,10
18863,32281,9
18961,33392,3
18972,34822,8
18978,30806,8
19137,47,9
19161,8697,5
19259,6862,8
19276,31765,7
19289,149,7
19294,2319,7
19372,177,9
19413,17397,5
19503,17729,8
19507,11911,7
19534,29803,7
19545,40540,8
19566,37349,3
19590,11761,9
19613,20903,10
19670,2759,8
19700,2001,6
19761,10213,2
19770,14289,9
19779,12531,9
19792,27727,8
19828,33988,6
19872,9756,10
19886,11597,6
19891,895,4
19932,11757,8
19970,16498,10
19975,23847,8
19995,6675,9
20076,995,10
20077,1218,8
20138,20787,6
20168,3956,6
20170,32013,7
20194,6547,9
20198,31297,7
20273,31764,8
20314,1255,7
20314,3265,5
20342,11111,5
20347,35220,7
20401,27899,5
20505,37497,8
20605,2476,8
20763,13367,8
20820,11981,8
20839,528,9
20858,18767,7
20899,2236,7
21001,33486,6
21030,100,8
21093,4722,8
21219,11285,7
21237,2034,7
21260,2961,7
21293,6046,7
21303,1023,8
21308,1195,6
21318,15109,8
21353,2899,8
21405,1726,10
21407,856,4
21435,32175,7
21454,20889,7
21527,32245,6
21549,33255,10
21563,30503,9
21581,15051,7
21602,30382,5
21626,1575,9
21633,32995,10
21778,22147,10
21822,10719,7
21856,6512,8
21869,14075,7
21911,30307,7
21966,11111,7
22001,30307,7
22007,523,8
22018,36704,4
22034,199,8
22099,4795,5
22197,35790,8
22241,93,7
22310,1566,8
22393,29854,7
22439,23283,8
22443,22663,6
22449,139,9
22490,3901,8
22495,37037,6
22526,949,8
22535,80,9
22556,963,7
22561,3318,6
22578,143,6
22602,15051,10
22678,177,9
22678,981,8
22840,14967,6
22895,33486,9
23004,38037,7
23070,18277,6
23171,3342,10
23327,12445,6
23335,120,7
23341,36456,6
23350,8424,9
23391,21647,8
23403,124,8
23491,20,9
23499,817,3
23514,1191,5
23517,16742,8
23522,5682,9
23636,31442,9
23657,32801,7
23679,4224,7
23719,34541,7
23760,19815,10
23770,16774,6
23824,4744,8
23826,31711,9
23878,3586,4
23930,30583,6
23993,346,7
24091,16870,8
24099,34534,9
24137,10739,6
24149,12467,7
24156,3457,5
24198,14741,7
24220,7375,7
24265,1845,8
24306,15809,8
24330,777,10
24341,32949,9
24471,527,6
24492,7724,7
24510,20507,7
24577,121,8
24580,1292,10
24601,2889,7
24673,29786,8
24676,1313,5
24683,969,9
24725,2089,6
24764,29675,3
24771,13659,7
24780,2386,5
24789,2131,5
24793,20977,7
24795,33421,6
24825,32979,7
24833,3791,6
24840,5258,9
24852,6675,5
24877,23441,10
24978,2494,8
24990,13073,7
25045,6707,10
25081,30344,8
25123,11887,9
25138,6178,7
25181,1142,8
25193,5079,7
25252,7791,9
25275,14527,8
25299,18153,6
25304,64,8
25313,10020,5
25324,30276,10
25325,7017,5
25377,3603,6
25411,12669,7
25411,39674,6
25436,405,5
25475,19315,2
25488,16868,6
25496,7088,9
25500,5356,6
25561,20507,9
25646,33026,7
25652,763,8
25695,9252,7
25730,39292,5
25759,27899,8
25793,6702,9
25826,24997,8
25862,20,8
25898,10934,5
25907,35314,4
25994,38830,6
26017,898,6
26089,8768,5
26093,4901,9
26144,25159,7
26178,37651,7
26178,30383,8
26194,264,10
26202,37569,7
26217,7088,7
26293,20033,7
26306,23847,8
26346,8424,7
26378,33983,8
26419,17909,10
26449,13161,7
26502,25777,9
26533,15117,7
26543,3407,8
26553,22199,7
26651,21437,5
26661,8457,8
26690,3974,10
26705,5525,6
26715,16498,10
26734,6772,4
26766,27663,5
26775,3392,9
26840,9989,5
26849,14515,5
26850,2966,8
26852,23277,7
26856,14349,7
26876,11499,8
26919,4654,7
26941,8074,5
26949,1262,5
27019,103,6
27165,21843,8
27179,7724,8
27242,996,10
27348,10711,5
27416,199,9
27434,14813,8
27500,15879,7
27559,1571,10
27577,1535,9
27613,8937,7
27640,16011,5
27661,10620,2
27713,223,8
27782,801,10
27927,1067,8
27927,25283,7
27957,23321,6
27963,32995,4
27998,13331,9
28157,17909,10
28287,13403,4
28371,889,7
28383,65,8
28398,35849,7
28499,22273,7
28535,10800,7
28587,8425,8
28642,23277,6
28669,42423,5
28749,26243,7
28778,33209,5
28931,6880,5
29030,417,9
29097,237,7
29226,24475,5
29227,22663,7
29244,30911,7
29251,71,8
29270,9253,8
29337,6171,8
29420,36474,8
29451,29785,8
29476,3229,7
29592,2025,8
29605,37854,2
29605,14719,4
29646,14741,8
29708,30240,8
29734,40454,6
29775,899,7
29791,149,8
29810,17513,5
29875,25859,7
29906,35851,9
29967,31318,3
30034,31174,8
30059,2118,7
30075,2164,10
30080,170,8
30080,32951,6
30086,30276,10
30159,6867,8
30175,4789,10
30261,31181,8
30261,31043,8
30274,372,8
30355,4454,8
30355,936,7
30427,32379,9
30473,31964,9
30473,33209,7
30513,10793,9
30581,31339,6
30811,11771,6
30843,13115,10
30865,37585,10
30917,23701,7
30958,10030,9
31013,9289,8
31024,10793,8
31063,4151,8
31102,121,8
31176,5909,9
31189,30991,5
31209,10568,10
31216,8525,7
31232,32,9
31244,5630,8
31273,91,2
31290,31553,10
31302,6399,10
31433,24655,6
31532,28171,6
31554,5118,6
31574,18677,7
31601,18753,8
31631,34751,7
31636,18295,8
31679,25015,7
31703,24151,9
31758,1696,4
31764,11113,7
31767,178,7
31771,3352,7
31772,10162,8
31775,16592,6
31808,32935,9
31821,21995,10
31840,11701,9
31848,32995,10
31856,2924,10
31856,15689,9
31891,13517,5
31945,2544,7
31949,27787,7
31966,3174,6
31966,9756,8
31976,31821,8
31986,35790,8
31987,1952,9
32068,6213,7
32075,9117,7
32135,1535,10
32206,130,9
32255,978,9
32296,25635,4
32333,532,9
32360,17641,8
32367,35180,9
32453,3783,7
32504,28891,10
32557,32937,8
32566,34290,6
32566,23269,9
32606,32282,9
32665,13839,6
32687,11241,7
32753,11285,8
32851,31772,8
32855,24439,8
32872,23605,3
32914,35247,10
32920,3927,10
32998,27957,7
33041,31933,9
33048,2581,10
33057,23385,7
33069,35247,10
33083,36475,7
33091,5040,8
33210,40454,8
33221,94,8
33275,35252,5
33326,10588,5
33331,31559,5
33411,7674,10
33413,256,9
33433,39792,9
33487,17895,10
33508,41353,9
33556,30749,7
33607,985,7
33614,144,7
33615,39652,7
33655,31630,10
33673,7338,7
33750,11887,8
33772,24439,10
33783,7674,6
33849,13759,7
33880,39196,7
33918,37716,7
33956,20767,6
33971,1535,10
33993,1469,8
34008,20047,10
34040,14293,4
34063,6064,7
34075,14353,7
34095,35286,6
34124,18679,8
34125,31043,7
34130,8247,6
34131,4059,8
34138,853,10
34265,21563,7
34285,19221,10
34304,34152,6
34313,10568,6
34344,572,9
34357,2476,10
34389,39587,7
34417,16918,7
34421,8460,9
34427,4725,6
34452,34262,8
34460,30015,8
34542,31490,6
34604,32949,8
34647,2445,7
34718,487,6
34817,18153,5
35003,5081,9
35008,16868,6
35015,38773,1
35015,17791,10
35033,34280,6
35033,10110,8
35067,1887,9
35104,3457,9
35113,24703,6
35266,15037,6
35325,474,8
35357,33,5
35381,11111,10
35541,15051,9
35560,36198,5
35574,467,9
35578,1818,10
35630,21995,6
35634,11785,7
35637,11759,8
35637,8937,8
35641,813,8
35729,154,7
35750,226,5
35863,10589,7
35882,6444,8
35974,35000,5
35977,13659,7
36009,6702,10
36058,34544,8
36133,35760,9
36135,40454,8
36146,21843,10
36176,25157,8
36208,5114,8
36253,33019,8
36293,34134,7
36305,14513,9
36330,23281,6
36367,8861,8
36370,12293,6
36378,1575,9
36400,338,9
36441,30276,9
36458,21881,8
36479,199,9
36480,30831,10
36537,31483,7
36554,20159,7
36558,4224,8
36571,6045,10
36645,4382,6
36682,38610,4
36684,24031,8
36746,11827,7
36800,169,5
36812,3455,8
36826,4654,7
36863,18465,7
36893,4975,5
36941,6166,6
36947,38656,3
37058,38480,3
37092,24,9
37116,4080,8
37125,35714,5
37130,11597,9
37158,9926,8
37191,357,4
37209,33091,7
37238,37989,8
37278,28817,7
37316,1526,5
37387,777,9
37415,996,9
37415,16742,7
37432,1014,8
37438,32937,7
37441,1372,5
37441,5277,8
37537,11597,9
37547,11617,6
37580,245,9
37603,8408,8
37617,31765,9
37627,199,10
37650,30654,9
37678,28223,8
37737,33489,8
37766,19489,8
37785,24913,8
37959,18115,9
37964,13759,7
38019,37964,5
38028,6875,6
38030,28851,10
38053,14467,8
38098,3572,9
38143,28963,8
38155,523,10
38177,1842,9
38177,32937,9
38204,30654,9
38226,4224,8
38237,10357,7
38334,73,7
38365,5114,10
38487,10589,6
38593,2156,8
38608,32901,10
38609,31964,9
38679,5081,10
38711,16918,8
38791,18661,10
38798,25157,9
38824,19685,6
38825,1896,5
38860,4181,10
38892,11757,10
38932,20583,9
38997,4918,7
39091,28791,8
39092,38383,7
39129,35968,8
39238,2759,9
39242,11111,7
39360,32542,9
39402,4192,8
39414,2472,8
39414,15,8
39429,481,8
39455,10408,8
39480,18095,8
39536,1122,7
39552,10029,10
39660,30911,10
39666,372,8
39706,1250,5
39809,30547,7
39823,322,8
39842,12503,1
39868,32,10
39872,14813,7
39918,40911,8
40016,28755,8
40016,31181,8
40077,1575,8
40167,30736,7
40167,2798,3
40354,1532,6
40372,3446,8
40430,876,8
40542,13535,6
40546,33071,7
40616,38680,7
40694,9056,9
40723,9289,8
40727,26085,8
40737,1686,4
40737,40902,6
40757,2840,6
40775,6880,7
40807,37349,7
40814,41433,7
40821,23289,8
40824,37007,7
40863,11757,7
40921,35507,7
40922,4789,8
40939,12355,9
40939,20903,8
40939,26213,8
40945,1485,10
40951,4134,2
41091,37517,9
41234,5680,9
41300,35073,5
41304,2993,6
41368,16417,9
41396,21995,7
41446,2596,5
41500,5081,7
41515,8630,6
41638,299,4
41756,127,7
41781,19685,6
41785,12115,8
41798,28171,7
41851,25537,9
41910,457,8
41921,513,7
41926,38735,7
41949,9136,6
41959,6127,7
41959,147,7
42011,226,8
42051,20507,9
42079,610,4
42123,27899,7
42124,13659,10
42130,572,8
42143,34662,8
42254,8841,8
42291,532,6
42312,2386,6
42320,1016,8
42381,33366,8
42428,31442,9
42467,13599,8
42486,31478,10
42492,23283,9
42552,4472,7
42558,31149,9
42567,20159,3
42607,35840,9
42623,35760,9
42628,3457,10
42657,6325,8
42667,21415,2
42694,35557,9
42707,38936,9
42745,8,6
42749,28999,8
42804,20787,6
42826,39026,7
42835,24439,5
42886,356,8
42904,11617,7
42928,37105,6
42939,317,9
42958,37171,9
43003,9062,9
43021,10165,9
43059,28819,6
43059,63,6
43106,19391,4
43129,5774,7
43138,15051,8
43155,38524,10
43178,2580,7
43303,2904,6
43338,5196,6
43383,16355,6
43399,19799,7
43405,28121,10
43416,2836,5
43443,34964,9
43447,16157,8
43467,16904,4
43474,38061,6
43490,18523,8
43490,6030,6
43513,1606,9
43563,25537,9
43570,14467,8
43629,168,8
43667,174,7
43690,22319,9
43750,468,10
43805,34822,6
43807,205,9
43808,10740,3
43834,6114,7
43888,226,10
43915,22535,9
43932,1347,8
43972,834,9
43992,20507,7
44005,10611,7
44063,35760,9
44117,9756,8
44125,849,8
44142,6547,9
44165,136,9
44236,21659,5
44272,243,8
44277,11111,8
44317,508,8
44341,33814,1
44342,38555,9
44345,32108,4
44381,16498,8
44395,1352,6
44402,617,9
44422,32930,3
44502,16742,7
44512,22319,9
44520,17875,6
44539,32281,9
44548,4654,7
44567,941,7
44567,8689,4
44592,256,10
44608,9260,10
44615,21511,7
44615,34497,8
44638,33019,7
44639,18247,5
44713,10620,9
44724,28121,8
44740,20159,9
44756,18679,10
44767,4654,8
44774,4752,8
44819,31610,7
44923,226,8
44923,1577,8
45008,9756,9
45025,2025,10
45066,150,6
45068,461,3
45172,31478,8
45174,21681,7
45204,10030,7
45219,13659,8
45289,10588,8
45412,7311,7
45420,11061,10
45440,4581,7
45483,30885,6
45513,2167,7
45518,20,7
45562,8726,7
45603,3545,10
45623,4970,5
45635,32,10
45636,30240,7
45697,30191,7
45731,27601,9
45767,963,9
45779,28851,9
45873,5300,10
45897,1257,8
45898,38000,10
45910,20767,8
45920,477,7
46014,14719,7
46026,8525,9
46082,9181,8
46098,6712,10
46208,11597,9
46227,9656,6
46238,28701,8
46334,1361,10
46385,33726,9
46393,14967,8
46395,4353,5
46403,34497,7
46404,6637,8
46456,9563,7
46530,984,3
46540,62,10
46598,21863,6
46638,1604,9
46739,32979,6
46749,37799,2
46769,31452,9
46819,21085,8
46838,8841,9
46863,32268,5
46963,4938,9
46965,33255,8
46986,4081,9
46999,71,7
47088,5060,6
47101,31704,5
47116,33075,5
47116,36862,9
47123,3588,10
47222,33241,10
47223,40180,3
47266,4898,10
47387,21603,7
47560,34636,8
47567,18153,7
47588,2476,3
47656,9367,7
47841,193,7
47860,11757,8
47863,36999,9
47863,28211,8
47996,24151,6
48018,226,8
48029,323,8
48138,37210,8
48209,39274,9
48259,4181,10
48408,34467,5
48412,226,7
48426,24833,8
48427,94,8
48428,30365,9
48557,14829,6
48580,25303,7
48708,5355,8
48711,1223,7
48766,13663,9
48800,150,9
48811,32526,6
48844,7148,5
48846,6746,8
48863,1689,10
48928,1723,6
49040,11241,2
49049,15201,7
49106,36838,7
49150,8230,9
49163,34933,7
49167,37614,9
49248,35466,8
49289,16049,9
49338,31790,5
49339,1943,9
49359,5530,7
49373,32409,6
49398,865,6
49437,29803,9
49467,11757,7
49480,16782,7
49516,38198,7
49608,32935,7
49624,10715,9
49624,6637,9
49695,22297,10
49700,7593,2
49701,17187,9
49760,136,8
49802,2224,6
49851,35363,6
49894,13835,4
49981,11771,10
49987,1085,9
50060,1840,9
50071,34504,6
50145,31121,6
50185,30016,7
50194,7593,7
50196,13759,10
50226,19697,10
50418,2476,6
50453,4898,10
50460,33433,5
50460,13601,10
50490,529,6
50503,15315,6
50506,889,8
50519,36474,7
50569,38483,9
50595,7858,8
50610,486,10
50636,14513,10
50678,25879,9
50754,4081,9
50771,821,8
50831,2476,8
50845,26441,8
50881,3503,7
50962,11785,7
50985,5530,5
50986,6213,7
51031,3701,8
51124,34152,7
51140,317,9
51230,6707,7
51252,13469,7
51271,1817,7
51287,899,7
51381,9617,8
51457,39199,7
51520,11617,9
51589,856,8
51752,2236,8
51757,5114,9
51769,38003,9
51828,3457,10
51861,5112,8
51873,9724,8
51921,66,10
51971,36949,8
51978,1579,9
52050,18671,9
52082,18277,8
52096,13759,9
52119,1472,8
52141,36106,8
52227,5114,7
52232,39940,10
52291,1894,8
52341,64,8
52342,37210,9
52355,195,7
52358,1311,6
52415,690,8
52433,32828,8
52449,1689,7
52453,237,7
52474,30694,7
52485,31404,6
52505,20457,7
52592,26441,5
52603,4028,5
52630,31821,8
52669,10418,7
52671,3588,8
52752,30276,8
52779,2369,8
52841,18229,8
52841,10495,8
52910,40839,7
52917,18465,7
52948,33988,7
52976,3783,7
52983,33206,10
52985,14345,8
53038,264,8
53081,39239,4
53081,900,7
53100,437,10
53100,403,7
53114,11491,9
53150,31757,10
53318,11981,6
53436,9253,10
53499,11757,8
53514,17082,7
53519,1944,5
53526,17121,7
53539,3455,8
53620,36286,8
53710,1953,7
53762,30654,8
53789,734,6
53789,1689,10
53819,1564,8
53828,13161,6
53832,7769,8
53898,2890,8
53915,3667,5
53926,2596,8
53935,1454,7
54009,1571,8
54014,5681,8
54030,43,9
54101,2216,7
54118,12293,7
54139,35788,8
54199,1170,6
54212,33674,4
54227,12175,9
54238,31376,8
54249,35247,10
54265,1840,4
54275,6547,6
54280,61,8
54411,5781,8
54464,8490,4
54464,892,6
54500,223,8
54503,33091,9
54503,3043,10
54526,28825,7
54558,48,6
54600,30911,8
54633,14227,8
54669,11887,10
54767,36028,9
54772,9756,10
54791,30276,10
54818,11227,5
54818,1682,6
54840,37966,6
54856,14813,7
54921,11843,6
54977,14741,8
54988,35145,6
55067,28405,7
55069,13601,8
55124,7016,9
55164,37440,7
55193,502,4
55205,36456,8
55224,59,5
55237,4081,8
55415,31181,9
55435,8666,8
55500,40295,6
55504,22745,7
55554,32093,10
55568,7054,9
55602,14751,7
55810,73,9
55960,18115,8
56034,31765,10
56083,31163,9
56101,80,10
56155,8449,7
56164,5262,7
56172,33204,8
56193,1726,9
56200,33286,5
56206,31758,9
56272,23383,7
56308,2473,8
56352,36838,9
56514,10080,8
56603,27663,9
56617,12189,9
56669,36587,6
56720,4654,7
56779,5630,8
56796,35994,10
56798,7472,10
56809,37509,6
56818,36124,5
56843,36511,7
56859,5290,9
56872,1033,10
56921,32686,8
56964,22877,9
57058,1388,7
57096,4382,8
57096,10165,9
57104,30795,7
57146,18507,8
57159,11285,7
57176,14811,8
57181,1818,5
57186,30831,8
57238,1174,8
57240,26055,8
57246,6791,8
57247,877,7
57267,14719,8
57295,31704,8
57319,24455,8
57474,33929,8
57505,30749,6
57536,16762,8
57568,199,10
57610,1103,9
57684,6846,10
57689,34134,8
57706,23283,6
57780,4938,9
57798,27947,9
57970,37675,9
58060,23133,8
58121,609,8
58144,21995,5
58179,10163,10
58253,2605,10
58306,8937,10
58321,8525,7
58332,22729,7
58365,23273,9
58409,9735,7
58479,68,7
58496,392,6
58533,19365,9
58586,15411,8
58600,37349,8
58612,37347,6
58614,8023,8
58640,9515,7
58684,38699,8
58730,401,5
58731,27891,6
58796,7088,7
58796,28677,9
58802,12187,7
58811,31783,8
58859,23237,8
58864,31163,8
58876,15451,10
58936,57,9
58937,36827,7
58944,15609,6
58956,9863,9
58975,11285,6
59060,20767,7
59076,37999,10
59088,6030,7
59161,743,5
59244,1132,7
59251,20767,6
59288,14813,9
59373,8086,8
59380,2236,9
59383,37396,7
59452,10110,9
59494,3782,8
59520,4224,8
59524,31368,10
59542,34382,7
59570,2148,7
59626,38790,6
59660,10020,7
59713,6956,8
59754,164,7
59760,1109,8
59785,1015,10
59873,20785,6
59902,996,9
59916,2156,6
59918,1561,10
59919,8675,9
59919,38226,7
59919,14811,7
59957,659,6
59976,11013,8
59983,199,7
60007,204,6
60007,2129,7
60009,23673,6
60030,40454,7
60033,850,7
60064,11633,8
60189,21105,8
60193,11757,10
60199,34542,7
60213,136,10
60218,38790,9
60282,3457,10
60320,5252,6
60380,20021,2
60386,22729,8
60390,37989,9
60424,33206,7
60491,4078,7
60524,23619,7
60576,27831,7
60588,3342,9
60655,4415,8
60760,27633,7
60775,5690,9
60794,12467,7
60804,26055,9
60812,12467,8
60838,26395,6
60914,356,8
60934,507,6
60955,5941,3
61047,4814,8
61066,19163,8
61069,4722,10
61089,32182,8
61090,3032,6
61102,1729,8
61108,23289,10
61200,20853,6
61204,34134,7
61331,1794,8
61339,27821,10
61471,1723,8
61485,19319,8
61503,38753,7
61520,2766,6
61525,1575,10
61555,9253,9
61605,37675,7
61606,31762,4
61612,30206,7
61643,10213,5
61713,13667,7
61763,1016,5
61780,12175,8
61828,15809,8
61836,650,6
61862,5630,7
61882,21339,10
61984,19111,7
61984,38826,8
61995,28819,9
62022,20651,7
62074,1915,8
62185,1045,9
62229,35968,9
62234,109,6
62234,1086,7
62245,27989,10
62301,7720,7
62310,594,8
62334,10216,7
62346,2889,8
62346,1482,7
62353,11319,8
62362,19365,7
62395,32828,6
62410,9041,6
62449,24231,7
62456,1571,6
62500,28623,8
62562,5940,8
62624,18295,5
62637,21189,7
62662,32993,6
62663,12365,10
62696,853,7
62751,20787,6
62774,205,9
62782,20787,8
62891,376,5
62907,23701,7
62993,20,7
62995,1535,9
63010,20057,8
63105,39086,5
63128,10092,7
63182,33674,10
63216,19815,7
63262,19703,7
63296,36407,10
63305,31098,6
63355,4472,8
63405,38793,8
63411,14345,8
63411,7593,7
63440,3653,9
63443,7268,7
